name,main_category,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,main_madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,prefecture,city,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude,year,month,date,chiku_nissu,chiku_nensu
経堂ペアシティ 3598万円（2LDK+S（納戸））,中古マンション,中古マンション,3598,3598,3598,58.32,58.32,58.32,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,即引渡可,1973年8月,4,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂４-26-14,小田急線,千歳船橋,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70188550/,35.6510406,139.6279356,1973,8,1973/8/1 0:00,18130,50
経堂ペアシティ 3598万円（2LDK）,中古マンション,中古マンション,3598,3598,3598,58.32,58.32,58.32,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1973年8月,4,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂４,小田急線,千歳船橋,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70214649/,35.6489207,139.6267204,1973,8,1973/8/1 0:00,18130,50
ハヤマビル 3599万円（2DK）,中古マンション,中古マンション,3599,3599,3599,66.79,66.79,66.79,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1968年12月,9,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70090611/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
ハヤマビル 3599万円（2LDK）,中古マンション,中古マンション,3599,3599,3599,66.79,66.79,66.79,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1968年12月,9,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４-1-18,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71213844/,35.6583699,139.6596377,1968,12,1968/12/1 0:00,19834,54
ハヤマビル 3599万円（2LDK+S（納戸））,中古マンション,中古マンション,3599,3599,3599,66.79,66.79,66.79,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,相談,1968年12月,9,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98361155/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
ハヤマビル 3599万円（2LDK）,中古マンション,中古マンション,3599,3599,3599,66.79,66.79,66.79,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1968年12月,9,RC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４-１－１８,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70568284/,35.6583699,139.6596377,1968,12,1968/12/1 0:00,19834,54
ハヤマビル 3599万円（2LDK）,中古マンション,中古マンション,3599,3599,3599,66.79,66.79,66.79,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1968年12月,9,RC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97814267/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
マンション弦巻≪角部屋・通風・管理体制良好！リノベーション済♪≫ 3680万円（2LDK）,中古マンション,中古マンション,3680,3680,3680,51.72,51.72,51.72,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1973年10月,3,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急世田谷線,上町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70503854/,35.6368497,139.6394707,1973,10,1973/10/1 0:00,18069,49
マンション弦巻 3680万円（2LDK）,中古マンション,中古マンション,3680,3680,3680,51.72,51.72,51.72,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1973年10月,3,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急世田谷線,上町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71297160/,35.6368497,139.6394707,1973,10,1973/10/1 0:00,18069,49
マイキャッスル二子玉川園 3680万円（2LDK）,中古マンション,中古マンション,3680,3680,3680,51.15,51.15,51.15,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1993年9月,3,RC6階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区野毛２,東急大井町線,等々力,,,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70028840/,35.6017962,139.6407459,1993,9,1993/9/1 0:00,10794,30
マンション弦巻 3680万円（2LDK）,中古マンション,中古マンション,3680,3680,3680,51.72,51.72,51.72,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1973年10月,3,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急世田谷線,上町,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98315127/,35.6368497,139.6394707,1973,10,1973/10/1 0:00,18069,49
ニューウェルハイツ第2奥沢 3680万円（2DK）,中古マンション,中古マンション,3680,3680,3680,43.74,43.74,43.74,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1977年11月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢５,東急目黒線,奥沢,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71442699/,35.6047273,139.6694446,1977,11,1977/11/1 0:00,16577,45
ニューウェルハイツ第二奥沢 3680万円（2DK）,中古マンション,中古マンション,3680,3680,3680,43.74,43.74,43.74,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1977年11月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢５,東急目黒線,奥沢,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71675538/,35.6047273,139.6694446,1977,11,1977/11/1 0:00,16577,45
秀和等々力レジデンス 3290万円（2LDK）,中古マンション,中古マンション,3290,3290,3290,43.71,43.71,43.71,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年5月,7,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区等々力４,東急大井町線,等々力,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70720594/,35.6098552,139.6522237,1971,5,1971/5/1 0:00,18953,52
啓明宮前橋マンション 3690万円（2DK）,中古マンション,中古マンション,3690,3690,3690,42.12,42.12,42.12,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1974年8月,5,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３-26-11,小田急線,世田谷代田,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70818630/,35.6545689,139.6598569,1974,8,1974/8/1 0:00,17765,49
啓明宮前橋マンション 3690万円（2LDK）,中古マンション,中古マンション,3690,3690,3690,42.12,42.12,42.12,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1974年8月,5,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区代田３,小田急線,世田谷代田,,,6,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71231922/,35.6546742,139.6566879,1974,8,1974/8/1 0:00,17765,49
ハヤマビル 3699万円（2LDK+S（納戸））,中古マンション,中古マンション,3699,3699,3699,66.79,66.79,66.79,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,相談,1968年12月,9,SRC10階建,東京都,世田谷区（69.7％）,東京都世田谷区代田４,小田急線,世田谷代田,,,2,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97749790/,35.6592622,139.6566879,1968,12,1968/12/1 0:00,19834,54
マイネシュロッス経堂 3720万円（2DK）,中古マンション,中古マンション,3720,3720,3720,44.07,44.07,44.07,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1998年7月,3,RC3階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂５,小田急線,経堂,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71572553/,35.6475337,139.6318202,1998,7,1998/7/1 0:00,9030,25
上祖師谷ハイツ 3740万円（2LDK+S（納戸））,中古マンション,中古マンション,3740,3740,3740,71.97,71.97,71.97,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,相談,1978年5月,1,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区上祖師谷５,京王線,仙川,,,12,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71013763/,35.6568388,139.5923085,1978,5,1978/5/1 0:00,16396,45
ライオンズマンション二子玉川 3750万円（2LDK）,中古マンション,中古マンション,3750,3750,3750,53.11,53.11,53.11,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1978年5月,5,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区玉川３,東急田園都市線,二子玉川,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71167311/,35.6146315,139.6241707,1978,5,1978/5/1 0:00,16396,45
太子堂グリーンハイツ 3780万円（2LDK）,中古マンション,中古マンション,3780,3780,3780,43.08,43.08,43.08,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1981年11月,1,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区太子堂３-3-3,東急田園都市線,三軒茶屋,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70944454/,35.648134,139.6709996,1981,11,1981/11/1 0:00,15116,41
世田谷第二オリンピックマンション 3298万円（2DK）,中古マンション,中古マンション,3298,3298,3298,42.33,42.33,42.33,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1981年4月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-17-20,東急世田谷線,世田谷,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70665376/,35.6453389,139.6515262,1981,4,1981/4/1 0:00,15330,42
等々力ハイツ 3780万円（2LDK）,中古マンション,中古マンション,3780,3780,3780,49.65,49.65,49.65,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1974年10月,3,RC7階建,東京都,世田谷区（69.7％）,東京都世田谷区等々力６,東急大井町線,尾山台,,,10,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71526453/,35.6117848,139.6598768,1974,10,1974/10/1 0:00,17704,48
三軒茶屋ダイヤモンドマンション 3780万円（2DK）,中古マンション,中古マンション,3780,3780,3780,48.26,48.26,48.26,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1977年5月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区三宿１,東急田園都市線,三軒茶屋,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71680068/,35.6489207,139.6751861,1977,5,1977/5/1 0:00,16761,46
ライオンズマンション砧公園 3780万円（2LDK）,中古マンション,中古マンション,3780,3780,3780,55.45,55.45,55.45,,,,2LDK,2K/DK/LDK,2LDK,2LDK,2023年4月予定,1986年6月,2,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区岡本１-38-14,東急田園都市線,用賀,,,19,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71639290/,35.6279935,139.6173388,1986,6,1986/6/1 0:00,13443,37
砧芙蓉ハイツ 3780万円（2LDK+S（納戸））,中古マンション,中古マンション,3780,3780,3780,61.54,61.54,61.54,,,,2LDK+S（納戸）,2K/DK/LDK,2LDK+S（納戸）,2LDK+S（納戸）,相談,1974年3月,2,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区砧３,小田急線,祖師ヶ谷大蔵,,,15,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71272738/,35.6363926,139.6126983,1974,3,1974/3/1 0:00,17918,49
成城コーポ 3780万円（2LDK）,中古マンション,中古マンション,3780,3780,3780,47.94,47.94,47.94,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1967年4月,8,SRC8階建,東京都,世田谷区（69.7％）,東京都世田谷区成城２,小田急線,成城学園前,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_97867355/,35.6389679,139.600591,1967,4,1967/4/1 0:00,20444,56
グリーンキャピタル第2上野毛 3780万円（2LDK）,中古マンション,中古マンション,3780,3780,3780,50,50,50,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1984年2月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛２-21-6,東急大井町線,上野毛,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71445088/,35.6080925,139.6361633,1984,2,1984/2/1 0:00,14294,39
グリーンキャピタル第２上野毛 3780万円（2LDK）,中古マンション,中古マンション,3780,3780,3780,50,50,50,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1984年2月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区上野毛２,東急大井町線,上野毛,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71421289/,35.6077765,139.6356453,1984,2,1984/2/1 0:00,14294,39
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70830710/,35.6368497,139.6394707,1971,4,1971/4/1 0:00,18983,52
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71657426/,35.6368497,139.6394707,1971,4,1971/4/1 0:00,18983,52
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５-1-33,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71651776/,35.634938,139.6387733,1971,4,1971/4/1 0:00,18983,52
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５-1-33,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71413420/,35.634938,139.6387733,1971,4,1971/4/1 0:00,18983,52
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５-１－３３,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70032752/,35.634938,139.6387733,1971,4,1971/4/1 0:00,18983,52
☆弦巻ハイツ☆ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71490538/,35.6368497,139.6394707,1971,4,1971/4/1 0:00,18983,52
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５-1-33,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71707013/,35.634938,139.6387733,1971,4,1971/4/1 0:00,18983,52
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５-1-33,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71135266/,35.634938,139.6387733,1971,4,1971/4/1 0:00,18983,52
世田谷第二オリンピックマンション 3298万円（2DK）,中古マンション,中古マンション,3298,3298,3298,42.33,42.33,42.33,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1981年4月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４-17-19,東急世田谷線,世田谷,,,3,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70680554/,35.6454267,139.6515661,1981,4,1981/4/1 0:00,15330,42
弦巻ハイツ 3798万円（2LDK）,中古マンション,中古マンション,3798,3798,3798,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70888298/,35.6368497,139.6394707,1971,4,1971/4/1 0:00,18983,52
ライオンズマンション赤堤 3850万円（2DK）,中古マンション,中古マンション,3850,3850,3850,47.1,47.1,47.1,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1981年11月,4,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区赤堤４,京王線,下高井戸,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71362440/,35.6625949,139.6407459,1981,11,1981/11/1 0:00,15116,41
ライオンズマンション赤堤 3850万円（2LDK）,中古マンション,中古マンション,3850,3850,3850,47.1,47.1,47.1,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1981年11月,4,RC6階建,東京都,世田谷区（69.7％）,東京都世田谷区赤堤４-２２－９,東急世田谷線,松原,,,5,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71240159/,35.663311,139.6419015,1981,11,1981/11/1 0:00,15116,41
経堂セントラルマンション 3880万円（2LDK）,中古マンション,中古マンション,3880,3880,3880,68.7,68.7,68.7,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1969年1月,4,RC8階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,7,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71674328/,35.6490736,139.6356453,1969,1,1969/1/1 0:00,19803,54
クレッセント池尻大橋 3880万円（2DK）,中古マンション,中古マンション,3880,3880,3880,39.12,39.12,39.12,,,,2DK,2K/DK/LDK,2DK,2DK,相談,1994年3月,2,RC5階建,東京都,世田谷区（69.7％）,東京都世田谷区三宿２,京王井の頭線,池ノ上,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98415989/,35.6523625,139.6751861,1994,3,1994/3/1 0:00,10613,29
キャッスル世田谷 3890万円（2LDK）,中古マンション,中古マンション,3890,3890,3890,39.4,39.4,39.4,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1970年5月,4,SRC7階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬２-20-15,東急田園都市線,三軒茶屋,,,8,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71614485/,35.6404866,139.675707,1970,5,1970/5/1 0:00,19318,53
キャッスル世田谷 3890万円（2LDK）,中古マンション,中古マンション,3890,3890,3890,41.38,41.38,41.38,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1970年5月,4,SRC7階建,東京都,世田谷区（69.7％）,東京都世田谷区下馬２,東急田園都市線,三軒茶屋,,,9,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_98464161/,35.6402547,139.676462,1970,5,1970/5/1 0:00,19318,53
弦巻ハイツ 3898万円（2LDK）,中古マンション,中古マンション,3898,3898,3898,54.82,54.82,54.82,,,,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1971年4月,6,RC11階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,11,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70875684/,35.6368497,139.6394707,1971,4,1971/4/1 0:00,18983,52
世田谷第二オリンピックマンション 3298万円（2DK）,中古マンション,中古マンション,3298,3298,3298,42.33,42.33,42.33,,,,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1981年4月,1,RC4階建,東京都,世田谷区（69.7％）,東京都世田谷区世田谷４,東急世田谷線,世田谷,,,4,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71679491/,35.6454224,139.6522237,1981,4,1981/4/1 0:00,15330,42
東京グランドコープス 3899万円（2LDK）,中古マンション,中古マンション,3899,3899,3899,63.72,63.72,63.72,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1975年10月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区桜上水２,小田急線,経堂,,,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_71702654/,35.6597545,139.6279953,1975,10,1975/10/1 0:00,17339,47
東京グランドコープス 3899万円（2LDK）,中古マンション,中古マンション,3899,3899,3899,63.72,63.72,63.72,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1975年10月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区桜上水２,小田急線,経堂,,,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70545118/,35.6597545,139.6279953,1975,10,1975/10/1 0:00,17339,47
東京グランドコープス 3899万円（2LDK）,中古マンション,中古マンション,3899,3899,3899,63.72,63.72,63.72,,,,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,1975年10月,3,RC3階建,東京都,世田谷区（69.7％）,東京都世田谷区桜上水２,小田急線,経堂,,,16,https://suumo.jp/ms/chuko/tokyo/sc_setagaya/nc_70489252/,35.6597545,139.6279953,1975,10,1975/10/1 0:00,17339,47
